Raspberry Date/Time [];Raspberry Raspberry Temperature [°C];INA260 Secondary I Voltage [mV];INA260 Secondary I Voltage-Average [mV];INA260 Secondary I Current [mA];INA260 Primary Voltage [mV];INA260 Primary Voltage-Average [mV];INA260 Primary Current [mA];NEO6M GPS Longitude [];NEO6M GPS Latitude [];NEO6M GPS Altitude [meter];Temperature_Humidity Temperature [°C];Temperature_Humidity Humidity [%];secondary1 Power Status;secondary2 Power Status;secondary3 Power Status;secondary4 Power Status;
2022-03-09 09:42:57.808859;42.8;3802.5;3802.5;0.0;3611.25;3611.25;376.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:43:20.975763;43.3;3801.25;3801.88;1.25;3600.0;3605.62;398.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:43:44.295109;44.4;3802.5;3802.08;1.25;3602.5;3604.58;417.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:44:07.759040;44.4;3801.25;3801.88;2.5;3610.0;3605.94;367.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:44:30.984339;45.5;3802.5;3802.0;0.0;3611.25;3607.0;407.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:44:54.336382;45.5;3802.5;3802.0;-1.25;3608.75;3606.5;375.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:45:17.513843;45.5;3802.5;3802.25;0.0;3608.75;3608.25;361.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:45:40.738334;45.5;3803.75;3802.5;-1.25;3608.75;3609.5;371.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:46:03.913986;45.5;3803.75;3803.0;1.25;3603.75;3608.25;388.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:46:27.085660;43.3;3803.75;3803.25;0.0;3603.75;3606.75;378.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:46:50.215585;42.8;3796.25;3802.0;-1.25;3610.0;3607.0;376.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:48:32.941640;43.3;3805.0;3805.0;-1.25;3603.75;3603.75;405.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:48:56.119622;42.2;3806.25;3805.62;0.0;3611.25;3607.5;370.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:49:19.233365;43.3;3806.25;3805.83;0.0;3606.25;3607.08;386.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:49:42.467272;41.2;3800.0;3804.38;0.0;3620.0;3610.31;331.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:51:49.077775;43.9;3807.5;3807.5;0.0;3613.75;3613.75;337.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:52:12.288766;43.9;3807.5;3807.5;1.25;3608.75;3611.25;368.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:52:35.503856;44.4;3807.5;3807.5;0.0;3613.75;3612.08;335.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:52:58.672789;44.4;3806.25;3807.19;1.25;3613.75;3612.5;328.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:53:21.845658;44.9;3807.5;3807.25;0.0;3610.0;3612.0;346.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:54:58.292923;42.2;3808.75;3808.75;1.25;3602.5;3602.5;380.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:55:21.429323;41.2;3811.25;3810.0;-1.25;3615.0;3608.75;366.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 09:55:44.576181;42.2;3808.75;3809.58;0.0;3606.25;3607.92;362.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:04:06.023337;40.1;3796.25;3796.25;111.25;3603.75;3603.75;377.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:04:29.192726;40.6;3800.0;3798.12;81.25;3611.25;3607.5;342.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:04:52.386256;41.2;3798.75;3798.33;82.5;3592.5;3602.5;425.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:05:15.727794;41.2;3800.0;3798.75;82.5;3610.0;3604.38;347.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:05:38.932261;42.2;3800.0;3799.0;83.75;3612.5;3606.0;340.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:06:02.241527;41.2;3800.0;3799.75;82.5;3605.0;3606.25;371.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:06:25.448710;41.7;3800.0;3799.75;83.75;3611.25;3606.25;347.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:06:48.621478;41.7;3800.0;3800.0;82.5;3603.75;3608.5;367.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:07:11.791479;41.2;3800.0;3800.0;81.25;3605.0;3607.5;386.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:07:34.997137;40.1;3801.25;3800.25;82.5;3605.0;3606.0;376.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:07:58.114205;39.0;3800.0;3800.25;81.25;3610.0;3607.0;357.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:08:21.219714;38.5;3800.0;3800.25;81.25;3611.25;3607.0;362.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:08:44.332417;37.9;3801.25;3800.5;82.5;3617.5;3609.75;323.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:09:07.443973;37.9;3801.25;3800.75;82.5;3611.25;3611.0;366.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:09:30.566998;38.5;3801.25;3800.75;83.75;3621.25;3614.25;327.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:09:53.691579;37.9;3802.5;3801.25;82.5;3615.0;3615.25;358.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:10:16.807403;37.9;3802.5;3801.75;82.5;3613.75;3615.75;361.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:10:39.919722;38.5;3801.25;3801.75;81.25;3613.75;3615.0;316.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:11:03.027556;37.9;3802.5;3802.0;82.5;3613.75;3615.5;370.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:11:26.148567;37.9;3802.5;3802.25;81.25;3616.25;3614.5;358.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:11:49.264978;36.9;3802.5;3802.25;83.75;3616.25;3614.75;362.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:12:12.392277;36.9;3803.75;3802.5;81.25;3617.5;3615.5;352.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:12:35.507810;36.3;3766.25;3795.5;82.5;3616.25;3616.0;355.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:12:58.622104;37.4;3795.0;3794.0;82.5;3612.5;3615.75;363.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:13:21.779825;38.5;3796.25;3791.25;81.25;3612.5;3614.75;370.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:13:21.779825;38.5;3796.25;3791.25;81.25;3612.5;3614.75;370.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:13:44.974166;37.9;3796.25;3789.75;81.25;3613.75;3614.0;353.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:14:08.092837;37.9;3795.0;3795.5;82.5;3611.25;3613.0;372.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:14:31.261970;37.4;3795.0;3795.5;82.5;3618.75;3614.25;363.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:14:54.383350;36.9;3793.75;3795.25;81.25;3621.25;3615.5;362.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:15:17.504024;36.9;3792.5;3794.5;80.0;3622.5;3617.5;355.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:15:40.614185;36.9;3793.75;3794.0;82.5;3623.75;3619.5;361.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:16:03.729860;37.9;3795.0;3794.0;81.25;3621.25;3621.5;366.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:16:07.914274;37.9;3795.0;3794.0;82.5;3618.75;3621.5;380.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:16:26.854254;39.0;3792.5;3793.75;81.25;3620.0;3621.25;365.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:16:50.073807;40.1;3793.75;3794.0;80.0;3617.5;3620.25;375.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:17:13.284806;40.1;3792.5;3793.75;82.5;3613.75;3618.25;371.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:17:36.496688;39.0;3792.5;3793.25;82.5;3618.75;3617.75;370.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:17:59.612501;38.5;3791.25;3792.5;83.75;3618.75;3617.75;351.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:18:22.729131;38.5;3790.0;3792.0;81.25;3617.5;3617.25;367.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:18:45.844990;38.5;3790.0;3791.25;82.5;3618.75;3617.5;363.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:19:08.967066;38.5;3790.0;3790.75;82.5;3615.0;3617.75;378.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:19:32.089090;38.5;3791.25;3790.5;82.5;3613.75;3616.75;371.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:19:55.216340;38.5;3788.75;3790.0;83.75;3616.25;3616.25;370.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:20:18.337923;39.0;3790.0;3790.0;82.5;3618.75;3616.5;386.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:20:41.453328;39.0;3788.75;3789.75;83.75;3618.75;3616.5;360.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:21:04.569365;39.0;3788.75;3789.5;83.75;3616.25;3616.75;380.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:21:27.702666;39.0;3788.75;3789.0;82.5;3618.75;3617.75;358.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:21:50.813440;37.9;3788.75;3789.0;83.75;3617.5;3618.0;356.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:22:13.939022;39.0;3787.5;3788.5;82.5;3620.0;3618.25;360.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:22:37.054718;39.0;3788.75;3788.5;82.5;3621.25;3618.75;363.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:23:00.171765;40.1;3788.75;3788.5;82.5;3618.75;3619.25;366.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:23:23.285912;39.0;3787.5;3788.25;82.5;3616.25;3618.75;375.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:23:46.406901;39.0;3787.5;3788.0;83.75;3616.25;3618.5;378.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:24:09.535116;38.5;3781.25;3786.75;93.75;3625.0;3619.5;326.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:24:32.768148;36.9;3780.0;3785.0;106.25;3643.75;3624.0;228.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:24:55.885724;36.3;3780.0;3783.25;106.25;3646.25;3629.5;226.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:25:18.994906;36.3;3765.0;3778.75;118.75;3642.5;3634.75;255.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:25:42.110914;35.8;3762.5;3773.75;120.0;3646.25;3640.75;233.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:26:05.230113;35.8;3761.25;3769.75;120.0;3643.75;3644.5;246.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:26:28.340062;35.2;3761.25;3766.0;120.0;3646.25;3645.0;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:26:51.450886;35.8;3758.75;3761.75;118.75;3647.5;3645.25;271.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:27:14.560965;35.8;3758.75;3760.5;118.75;3640.0;3644.75;246.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:27:37.686686;34.7;3758.75;3759.75;120.0;3648.75;3645.25;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:28:00.784230;34.7;3758.75;3759.25;120.0;3650.0;3646.5;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:28:23.889038;34.7;3757.5;3758.5;120.0;3650.0;3647.25;215.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:28:46.989768;34.7;3757.5;3758.25;120.0;3648.75;3647.5;193.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:29:10.088330;34.7;3758.75;3758.25;118.75;3648.75;3649.25;237.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:29:33.203243;34.7;3757.5;3758.0;118.75;3650.0;3649.5;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:29:56.316344;34.2;3757.5;3757.75;120.0;3651.25;3649.75;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:30:19.417388;34.2;3756.25;3757.5;118.75;3650.0;3649.75;226.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:30:42.517374;34.7;3756.25;3757.25;118.75;3651.25;3650.25;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:31:05.618909;34.7;3755.0;3756.5;120.0;3648.75;3650.25;255.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:31:28.754730;34.7;3755.0;3756.0;120.0;3652.5;3650.75;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:31:51.852395;34.2;3753.75;3755.25;120.0;3651.25;3650.75;225.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:32:14.954518;34.7;3755.0;3755.0;120.0;3650.0;3650.75;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:32:38.054451;34.7;3755.0;3754.75;120.0;3653.75;3651.25;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:33:01.157081;34.7;3753.75;3754.5;120.0;3651.25;3651.75;235.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:33:24.259383;34.7;3753.75;3754.25;118.75;3652.5;3651.75;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:33:47.358758;34.2;3752.5;3754.0;120.0;3653.75;3652.25;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:34:10.471896;34.2;3752.5;3753.5;120.0;3652.5;3652.75;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:34:33.574946;34.7;3752.5;3753.0;121.25;3653.75;3652.75;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:34:56.675978;34.2;3752.5;3752.75;121.25;3651.25;3652.75;233.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:35:19.797434;33.6;3752.5;3752.5;118.75;3652.5;3652.75;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:35:42.894707;34.2;3751.25;3752.25;118.75;3652.5;3652.5;228.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:36:06.005666;34.7;3751.25;3752.0;120.0;3655.0;3653.0;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:36:29.106446;34.2;3751.25;3751.75;120.0;3655.0;3653.25;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:36:52.206994;34.7;3751.25;3751.5;121.25;3651.25;3653.25;238.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:37:15.299741;34.2;3751.25;3751.25;120.0;3651.25;3653.0;237.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:37:38.415166;34.2;3750.0;3751.0;120.0;3655.0;3653.5;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:38:01.525950;34.2;3750.0;3750.75;120.0;3652.5;3653.0;242.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:38:24.617157;34.7;3748.75;3750.25;120.0;3655.0;3653.0;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:38:47.718281;34.7;3748.75;3749.75;120.0;3655.0;3653.75;213.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:39:10.821929;34.2;3748.75;3749.25;120.0;3652.5;3654.0;238.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:39:33.935356;34.2;3748.75;3749.0;121.25;3655.0;3654.0;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:39:57.038525;34.7;3748.75;3748.75;120.0;3656.25;3654.75;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:40:20.140565;34.7;3748.75;3748.75;120.0;3653.75;3654.5;208.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:40:43.242157;34.7;3747.5;3748.5;121.25;3656.25;3654.75;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:41:06.342608;34.7;3746.25;3748.0;120.0;3655.0;3655.25;230.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:41:29.458380;34.7;3746.25;3747.5;120.0;3656.25;3655.5;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:41:52.568895;34.2;3746.25;3747.0;120.0;3656.25;3655.5;230.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:42:15.670521;34.7;3745.0;3746.25;120.0;3657.5;3656.25;236.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:42:38.770269;34.7;3746.25;3746.0;120.0;3656.25;3656.25;225.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:43:01.868381;34.7;3743.75;3745.5;118.75;3653.75;3656.0;240.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:43:24.975981;34.7;3745.0;3745.25;120.0;3656.25;3656.0;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:43:48.090893;34.7;3743.75;3744.75;120.0;3656.25;3656.0;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:44:11.196689;35.2;3743.75;3744.5;122.5;3656.25;3655.75;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:44:34.296623;35.2;3743.75;3744.0;122.5;3657.5;3656.0;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:44:57.397586;35.2;3743.75;3744.0;121.25;3653.75;3656.0;236.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:45:20.505305;34.2;3742.5;3743.5;121.25;3657.5;3656.25;196.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:45:43.610353;34.7;3742.5;3743.25;120.0;3658.75;3656.75;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:46:06.709873;34.7;3742.5;3743.0;121.25;3658.75;3657.25;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:46:29.809958;34.7;3742.5;3742.75;120.0;3656.25;3657.0;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:46:52.908691;34.7;3742.5;3742.5;121.25;3655.0;3657.25;233.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:47:16.013952;34.7;3741.25;3742.25;120.0;3658.75;3657.5;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:47:39.112033;34.7;3741.25;3742.0;120.0;3660.0;3657.75;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:48:02.216200;34.7;3740.0;3741.5;120.0;3658.75;3657.75;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:48:25.317320;34.7;3740.0;3741.0;120.0;3657.5;3658.0;225.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:48:48.416251;35.2;3738.75;3740.25;120.0;3656.25;3658.25;237.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:49:11.529237;34.7;3740.0;3740.0;120.0;3658.75;3658.25;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:49:34.627963;34.7;3738.75;3739.5;121.25;3658.75;3658.0;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:49:57.731356;34.7;3741.25;3739.75;121.25;3660.0;3658.25;223.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:50:20.831733;34.7;3741.25;3740.0;120.0;3661.25;3659.0;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:50:43.932230;35.2;3741.25;3740.5;121.25;3657.5;3659.25;237.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:51:07.051618;34.7;3740.0;3740.5;120.0;3660.0;3659.5;246.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:51:30.176583;34.7;3733.75;3739.5;120.0;3656.25;3659.0;226.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:51:53.290597;34.7;3732.5;3737.75;121.25;3656.25;3658.25;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:52:16.390465;34.7;3735.0;3736.5;120.0;3657.5;3657.5;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:52:39.491100;35.8;3733.75;3735.0;121.25;3656.25;3657.25;223.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:53:02.588963;35.2;3736.25;3734.25;120.0;3655.0;3656.25;260.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:53:25.697655;34.7;3730.0;3733.5;171.25;3656.25;3656.25;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:53:48.811962;34.7;3736.25;3734.25;121.25;3655.0;3656.0;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:54:11.909484;35.2;3705.0;3728.25;313.75;3655.0;3655.5;238.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:54:35.009370;35.8;3691.25;3719.75;407.5;3656.25;3655.5;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:54:58.112285;35.8;3701.25;3712.75;322.5;3653.75;3655.25;235.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:55:21.218416;34.7;3706.25;3708.0;288.75;3656.25;3655.25;228.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:55:44.331393;34.7;3696.25;3700.0;355.0;3657.5;3655.75;223.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:56:07.432986;34.7;3698.75;3698.75;331.25;3657.5;3656.25;226.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:56:30.532890;34.7;3695.0;3699.5;365.0;3656.25;3656.25;223.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:56:53.632137;35.8;3703.75;3700.0;283.75;3650.0;3655.5;265.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:57:16.744568;35.2;3695.0;3697.75;360.0;3655.0;3655.25;233.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:57:39.896230;34.7;3702.5;3699.0;286.25;3681.25;3660.0;230.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:58:02.997379;35.8;3691.25;3697.5;355.0;3670.0;3662.5;223.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:58:26.096737;35.2;3688.75;3696.25;361.25;3670.0;3665.25;241.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:58:49.201446;35.8;3696.25;3694.75;320.0;3667.5;3668.75;235.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:59:12.316265;34.7;3701.25;3696.0;278.75;3686.25;3675.0;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:59:35.429710;35.2;3702.5;3696.0;256.25;3682.5;3675.25;225.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 10:59:58.528768;35.8;3701.25;3698.0;258.75;3687.5;3678.75;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:00:21.627098;35.8;3702.5;3700.75;253.75;3683.75;3681.5;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:00:44.728179;35.8;3701.25;3701.75;265.0;3667.5;3681.5;241.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:01:07.835121;34.7;3697.5;3701.0;300.0;3677.5;3679.75;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:01:30.945806;35.8;3701.25;3700.75;261.25;3681.25;3679.5;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:01:54.046665;35.8;3688.75;3698.25;352.5;3672.5;3676.5;225.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:02:17.143481;35.8;3701.25;3698.0;262.5;3677.5;3675.25;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:02:40.240996;35.8;3701.25;3698.0;255.0;3670.0;3675.75;238.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:03:03.354101;35.8;3698.75;3698.25;265.0;3680.0;3676.25;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:03:26.451109;35.2;3701.25;3698.25;262.5;3681.25;3676.25;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:03:49.567203;35.2;3700.0;3700.5;265.0;3680.0;3677.75;212.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:04:12.668715;35.8;3700.0;3700.25;263.75;3671.25;3676.5;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:04:35.777288;35.8;3693.75;3698.75;301.25;3663.75;3675.25;201.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:04:58.893349;35.8;3698.75;3698.75;261.25;3680.0;3675.25;216.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:05:21.990677;35.2;3695.0;3697.5;247.5;3675.0;3674.0;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:05:45.089246;35.8;3705.0;3698.5;306.25;3657.5;3669.5;223.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:06:08.189696;35.8;3711.25;3700.75;263.75;3657.5;3666.75;197.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:06:31.289543;36.3;3710.0;3704.0;257.5;3678.75;3669.75;222.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:06:54.386565;35.8;3700.0;3704.25;258.75;3651.25;3664.0;256.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:07:17.502894;35.2;3697.5;3704.75;251.25;3656.25;3660.25;221.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:07:40.607512;35.8;3695.0;3702.75;280.0;3657.5;3660.25;220.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:08:03.708583;35.8;3713.75;3703.25;140.0;3656.25;3660.0;226.25;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:08:26.810560;35.8;3683.75;3698.0;322.5;3657.5;3655.75;225.0;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:08:49.908547;35.8;3678.75;3693.75;343.75;3656.25;3656.75;237.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:09:13.014043;35.8;3683.75;3691.0;302.5;3657.5;3657.0;227.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:09:36.127364;35.8;3690.0;3690.0;265.0;3658.75;3657.25;217.5;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:09:59.228654;35.8;3691.25;3685.5;273.75;3658.75;3657.75;218.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:10:22.328845;35.8;3688.75;3686.5;265.0;3656.25;3657.5;208.75;-;-;-;-999;-999;on;on;on;on;
2022-03-09 11:10:45.429927;35.8;3687.5;3688.25;345.0;3657.5;3657.75;235.0;-;-;-;-999;-999;on;on;on;on;
